ID_MD	FORM	CAPITOL	RIND
70749	47	1034	2723000
71396	47	1034	2723001
70547	47	1034	2723002
71182	47	1034	2724000
71622	47	1034	2725000
71183	47	1034	2726000
70321	47	1034	2727000
70953	47	1034	2727001
71821	47	1034	2728000
71397	47	1034	2729000
70548	47	1034	2730000
71398	47	1034	2731000
70750	47	1034	2732000
71623	47	1034	2733000
71822	47	1034	2733001
71399	47	1034	2733002
71624	47	1034	2734000
71823	47	1034	2735000
70322	47	1034	2735001
70954	47	1034	2736000
71184	47	1034	2737000
70549	47	1034	2737001
71625	47	1034	2737002
70550	47	1034	2900000
71824	47	1034	2901000
70955	47	1034	2901001
70956	47	1034	2901002
70751	47	1034	2901003
71825	47	1034	2910000
70752	47	1034	2910001
71185	47	1034	2910002
70957	47	1034	2911000
71826	47	1034	2912000
70958	47	1034	2913000
70959	47	1034	2914000
70753	47	1034	2914001
71827	47	1034	2915000
71400	47	1034	2915001
70754	47	1034	2916000
70755	47	1034	2916001
71186	47	1034	2917000
70551	47	1034	2918000
70960	47	1034	2918001
70961	47	1034	2918002
71626	47	1034	2919000
70756	47	1034	2919001
71187	47	1034	2920000
71401	47	1034	2921000
71188	47	1034	2921001
71828	47	1034	2921002
70757	47	1034	2922000
70323	47	1034	2922001
70962	47	1034	2922002
71829	47	1034	2923000
71189	47	1034	2924000
70963	47	1034	2924001
71830	47	1034	2925000
70964	47	1034	2926000
70552	47	1034	2927000
70758	47	1034	2928000
71627	47	1034	2929000
71402	47	1034	2930000
71403	47	1034	2931000
70759	47	1034	3100000
70553	47	1034	3101000
70554	47	1034	3101001
71628	47	1034	3101002
70555	47	1034	3110000
71629	47	1034	3110001
71404	47	1034	3110002
71190	47	1034	3111000
71191	47	1034	3111001
70965	47	1034	3111002
71405	47	1034	3111003
70324	47	1034	3112000
70556	47	1034	3112001
71406	47	1034	3113000
71407	47	1034	3114000
71630	47	1034	3115000
71831	47	1034	3116000
71192	47	1034	3117000
70325	47	1034	3117001
71408	47	1034	3117002
70557	47	1034	3118000
71832	47	1034	3118001
71631	47	1034	3118002
71632	47	1034	3119000
70326	47	1034	3120000
71833	47	1034	3120001
71834	47	1034	3121000
70558	47	1034	3121001
71409	47	1034	3121002
71633	47	1034	3122000
70760	47	1034	3123000
71410	47	1034	3124000
71634	47	1034	3125000
71635	47	1034	3126000
71193	47	1034	3127000
71636	47	1034	3127001
71411	47	1034	3128000
71194	47	1034	3129000
70966	47	1034	3129001
70327	47	1034	3129100
71637	47	1034	3129101
70967	47	1034	3130000
71195	47	1034	3131000
70968	47	1034	3132000
70328	47	1034	3333333
71196	47	1034	3400000
71197	47	1034	3401000
71835	47	1034	3410000
71836	47	1034	3411000
71638	47	1034	3412000
71837	47	1034	3413000
70329	47	1034	3414000
71412	47	1034	3415000
70559	47	1034	3416000
70330	47	1034	3417000
71198	47	1034	3417100
71838	47	1034	3417101
70331	47	1034	3418000
71199	47	1034	3418001
71413	47	1034	3418002
70560	47	1034	3419000
70561	47	1034	3420000
71839	47	1034	3420001
70969	47	1034	3421000
71414	47	1034	3422000
70761	47	1034	3423000
70970	47	1034	3424000
70762	47	1034	3425000
70332	47	1034	3426000
71415	47	1034	3426001
71840	47	1034	3427000
71200	47	1034	3427001
71639	47	1034	3428000
71201	47	1034	3428001
70971	47	1034	3428002
71202	47	1034	3429000
71640	47	1034	3600000
71416	47	1034	3601000
71841	47	1034	3610000
70333	47	1034	3611000
70763	47	1034	3611001
70562	47	1034	3612000
71641	47	1034	3613000
71642	47	1034	3613001
71417	47	1034	3614000
70563	47	1034	3615000
71203	47	1034	3616000
71842	47	1034	3617000
71204	47	1034	3617001
70334	47	1034	3618000
71843	47	1034	3619000
70764	47	1034	3619001
71844	47	1034	3620000
70335	47	1034	3621000
71418	47	1034	3622000
70972	47	1034	3623000
70564	47	1034	3624000
70973	47	1034	3625000
71845	47	1034	3626000
71419	47	1034	3626001
71420	47	1034	3626002
70765	47	1034	3627000
71205	47	1034	3627001
70766	47	1034	3628000
70974	47	1034	3628001
71846	47	1034	3629000
71847	47	1034	3629001
71206	47	1034	3630000
70336	47	1034	3631000
71207	47	1034	3632000
71643	47	1034	3633000
71421	47	1034	3633001
70767	47	1034	3633002
71644	47	1034	3634000
70768	47	1034	3634001
70337	47	1034	3635000
70975	47	1034	3636000
71208	47	1034	3800000
71848	47	1034	3810000
71849	47	1034	3810001
71645	47	1034	3811000
71850	47	1034	3811001
71646	47	1034	3812000
70565	47	1034	3812001
71851	47	1034	3813000
70338	47	1034	3814000
71647	47	1034	3815000
70976	47	1034	3816000
71852	47	1034	3817000
70339	47	1034	3817001
71422	47	1034	3818000
70566	47	1034	3819000
71423	47	1034	3820000
70769	47	1034	4100000
70770	47	1034	4101000
71648	47	1034	4101001
70340	47	1034	4101002
71649	47	1034	4102000
70341	47	1034	4102001
71424	47	1034	4102002
70567	47	1034	4111000
70771	47	1034	4112000
70977	47	1034	4113000
70978	47	1034	4114000
70568	47	1034	4114001
71650	47	1034	4115000
71651	47	1034	4115001
71425	47	1034	4116000
70342	47	1034	4117000
71209	47	1034	4117001
71853	47	1034	4118000
71426	47	1034	4118001
70343	47	1034	4118002
71210	47	1034	4119000
71652	47	1034	4119100
70772	47	1034	4119101
71427	47	1034	4120000
70344	47	1034	4121000
71854	47	1034	4121001
70345	47	1034	4122000
71653	47	1034	4123000
71654	47	1034	4124000
71211	47	1034	4125000
70773	47	1034	4127000
71428	47	1034	4128000
70569	47	1034	4128001
70570	47	1034	4128002
71212	47	1034	4129000
70346	47	1034	4130000
70979	47	1034	4131000
70347	47	1034	4131001
71655	47	1034	4132000
70571	47	1034	4132001
71656	47	1034	4133000
71213	47	1034	4133001
71657	47	1034	4134000
70980	47	1034	4135000
70348	47	1034	4136000
70349	47	1034	4137000
71429	47	1034	4138000
70774	47	1034	4140000
70981	47	1034	4141000
70572	47	1034	4141001
70775	47	1034	4300000
71430	47	1034	4301000
71658	47	1034	4301001
71659	47	1034	4310000
71431	47	1034	4310001
71855	47	1034	4310002
71660	47	1034	4310003
70982	47	1034	4311000
71432	47	1034	4312000
70350	47	1034	4313000
70351	47	1034	4314000
70352	47	1034	4314001
71661	47	1034	4314002
71856	47	1034	4314003
71662	47	1034	4314100
70776	47	1034	4314101
71214	47	1034	4315000
70983	47	1034	4315001
71857	47	1034	4315002
70353	47	1034	4315003
71215	47	1034	4315004
70573	47	1034	4316000
70984	47	1034	4316001
71858	47	1034	4316002
71859	47	1034	4317000
70985	47	1034	4317001
71216	47	1034	4318000
70574	47	1034	4319000
70575	47	1034	4319001
70986	47	1034	4319100
70576	47	1034	4320000
70777	47	1034	4320001
71217	47	1034	4320002
71663	47	1034	4321000
70987	47	1034	4322000
70577	47	1034	4322001
71218	47	1034	4322002
71219	47	1034	4323000
71860	47	1034	4324000
71861	47	1034	4324001
71220	47	1034	4325000
71862	47	1034	4326000
70354	47	1034	4327000
70778	47	1034	4327001
71221	47	1034	4327002
71433	47	1034	4327003
71434	47	1034	4327004
70779	47	1034	4327005
71863	47	1034	4328000
70780	47	1034	4329000
70355	47	1034	4329001
70781	47	1034	4330000
70578	47	1034	4330001
70356	47	1034	4330002
71864	47	1034	4331000
71222	47	1034	4331001
70988	47	1034	4332000
71664	47	1034	4333000
70357	47	1034	4333001
71665	47	1034	4333002
70782	47	1034	4334000
70579	47	1034	4334001
70358	47	1034	4334002
70989	47	1034	4334003
71435	47	1034	4335000
70359	47	1034	4336000
70360	47	1034	4336001
71436	47	1034	4337000
71865	47	1034	4337001
70990	47	1034	4337002
71437	47	1034	4338000
71866	47	1034	4338001
71666	47	1034	4338002
71867	47	1034	4338003
70783	47	1034	4339000
70784	47	1034	4339001
71438	47	1034	4339002
71223	47	1034	4500000
70361	47	1034	4501000
70362	47	1034	4502000
71868	47	1034	4503000
70991	47	1034	4510000
71667	47	1034	4510001
71439	47	1034	4510002
71668	47	1034	4510003
70992	47	1034	4511000
71669	47	1034	4512000
71869	47	1034	4514000
71670	47	1034	4515000
71224	47	1034	4516000
70363	47	1034	4516001
70580	47	1034	4516002
70581	47	1034	4516003
70364	47	1034	4517000
71440	47	1034	4518000
70785	47	1034	4518001
71441	47	1034	4519000
70365	47	1034	4519001
70366	47	1034	4519002
70582	47	1034	4519003
70786	47	1034	4520000
71225	47	1034	4521000
70787	47	1034	4522000
70367	47	1034	4522001
71671	47	1034	4523000
70993	47	1034	4523001
70368	47	1034	4523002
71442	47	1034	4523003
70788	47	1034	4524000
71672	47	1034	4524001
71870	47	1034	4524002
71673	47	1034	4525000
71871	47	1034	4525001
71443	47	1034	4526000
70583	47	1034	4526001
70369	47	1034	4527000
70789	47	1034	4527001
71872	47	1034	4527002
71226	47	1034	4528000
71674	47	1034	4528001
71444	47	1034	4529000
70370	47	1034	4530000
70994	47	1034	4531000
70584	47	1034	4532000
70790	47	1034	4532001
70995	47	1034	4534000
70791	47	1034	4534001
71227	47	1034	4534002
70585	47	1034	4534003
71228	47	1034	4535000
71229	47	1034	4535001
71675	47	1034	4536000
71230	47	1034	4537000
70371	47	1034	4538000
70586	47	1034	4538001
70372	47	1034	4538002
70587	47	1034	4539000
70588	47	1034	4540000
71445	47	1034	4540001
71231	47	1034	4541000
71873	47	1034	4541001
71874	47	1034	4542000
70373	47	1034	4543000
71875	47	1034	4544000
70792	47	1034	4544001
71676	47	1034	4545000
70793	47	1034	4545001
71876	47	1034	4546000
70589	47	1034	4546001
70590	47	1034	4546002
71232	47	1034	4547000
71233	47	1034	4548000
70996	47	1034	4800000
71446	47	1034	4801000
71447	47	1034	4801001
71448	47	1034	4810000
71234	47	1034	4810001
71677	47	1034	4810002
71678	47	1034	4810003
71679	47	1034	4810004
71449	47	1034	4811000
70591	47	1034	4812000
71877	47	1034	4812001
70592	47	1034	4812002
71680	47	1034	4812003
71878	47	1034	4813000
71235	47	1034	4814000
71450	47	1034	4815000
70997	47	1034	4815001
70794	47	1034	4815002
71879	47	1034	4815003
70593	47	1034	4815004
71236	47	1034	4816000
70795	47	1034	4816001
71237	47	1034	4816002
71451	47	1034	4817000
71880	47	1034	4818000
71881	47	1034	4819000
70594	47	1034	4820000
70374	47	1034	4821000
71681	47	1034	4821001
71452	47	1034	4822000
71682	47	1034	4823000
70796	47	1034	4824000
70595	47	1034	4825000
70998	47	1034	4826000
71683	47	1034	4827000
71453	47	1034	4827001
71882	47	1034	5300000
70999	47	1034	5301000
70797	47	1034	5310000
71000	47	1034	5311000
71454	47	1034	5311001
71684	47	1034	5311002
70375	47	1034	5312000
71685	47	1034	5313000
71455	47	1034	5313001
70596	47	1034	5314000
71238	47	1034	5315000
70376	47	1034	5316000
70377	47	1034	5317000
71456	47	1034	5318000
71457	47	1034	5318001
71001	47	1034	5319000
70597	47	1034	5320000
70798	47	1034	5321000
71686	47	1034	5322000
70799	47	1034	5322001
71458	47	1034	5323000
71002	47	1034	5323001
71239	47	1034	5324000
71003	47	1034	5325000
71687	47	1034	5325001
71883	47	1034	5326000
71004	47	1034	5327000
71240	47	1034	5328000
70378	47	1034	5328001
70800	47	1034	5328002
70379	47	1034	5329000
70598	47	1034	5329001
71884	47	1034	5329002
70599	47	1034	5330000
71241	47	1034	5330001
71885	47	1034	5331000
70380	47	1034	5332000
71688	47	1034	5332001
71689	47	1034	5333000
71690	47	1034	5333001
71005	47	1034	5334000
71691	47	1034	5334001
71006	47	1034	5335000
70381	47	1034	5336000
70382	47	1034	5337000
71886	47	1034	5338000
70383	47	1034	5338001
71242	47	1034	5339000
70801	47	1034	5339001
71007	47	1034	5340000
71887	47	1034	5341000
71008	47	1034	5341001
71888	47	1034	5342000
71009	47	1034	5342001
71459	47	1034	5342002
70802	47	1034	5342003
71889	47	1034	5342004
70384	47	1034	5343000
71010	47	1034	5343001
70385	47	1034	5343002
70803	47	1034	5344000
71011	47	1034	5345000
71243	47	1034	5346000
70600	47	1034	5347000
70386	47	1034	5500000
71890	47	1034	5501000
71244	47	1034	5510000
71012	47	1034	5511000
71692	47	1034	5512000
70601	47	1034	5513000
71460	47	1034	5514000
71461	47	1034	5514001
70387	47	1034	5514002
71245	47	1034	5514003
71693	47	1034	5515000
71013	47	1034	5516000
71694	47	1034	5517000
71891	47	1034	5518000
70804	47	1034	5519000
71462	47	1034	5520000
71892	47	1034	5520001
71463	47	1034	5521000
70388	47	1034	5522000
70805	47	1034	5523000
71464	47	1034	5524000
71465	47	1034	5525000
71466	47	1034	5525001
71246	47	1034	5526000
71467	47	1034	5526001
71014	47	1034	5527000
70806	47	1034	5528000
71893	47	1034	5529000
71468	47	1034	5529001
70389	47	1034	5529002
71695	47	1034	5530000
71894	47	1034	5531000
71895	47	1034	5532000
71696	47	1034	5533000
71015	47	1034	5533001
71016	47	1034	5700000
70602	47	1034	5701000
70603	47	1034	5702000
70390	47	1034	5702001
71017	47	1034	5710000
71469	47	1034	5710001
70391	47	1034	5710002
71018	47	1034	5711000
70604	47	1034	5711001
70807	47	1034	5712000
71470	47	1034	5713000
71896	47	1034	5713001
71019	47	1034	5713002
70808	47	1034	5714000
71471	47	1034	5715000
71472	47	1034	5715001
71020	47	1034	5716000
71897	47	1034	5717000
70392	47	1034	5718000
70809	47	1034	5719000
71898	47	1034	5720000
70393	47	1034	5720001
71021	47	1034	5721000
71697	47	1034	5722000
70605	47	1034	5723000
71698	47	1034	5723001
71899	47	1034	5724000
71247	47	1034	5725000
71699	47	1034	5725001
71900	47	1034	5726000
70606	47	1034	5726001
70607	47	1034	5727000
71901	47	1034	5728000
70810	47	1034	5728001
71902	47	1034	5729000
71903	47	1034	5730000
71473	47	1034	5731000
71022	47	1034	5731001
71248	47	1034	5732000
71249	47	1034	5732001
70394	47	1034	5732002
71474	47	1034	6000000
71475	47	1034	6001000
71904	47	1034	6010000
71905	47	1034	6010001
70395	47	1034	6011000
71250	47	1034	6012000
71906	47	1034	6013000
70396	47	1034	6013001
70397	47	1034	6013002
71023	47	1034	6014000
71251	47	1034	6015000
71907	47	1034	6015001
71700	47	1034	6016000
71252	47	1034	6017000
71908	47	1034	6018000
70811	47	1034	6018001
71253	47	1034	6019000
71701	47	1034	6019001
70812	47	1034	6020000
71702	47	1034	6021000
71909	47	1034	6022000
71703	47	1034	6022001
71910	47	1034	6023000
70608	47	1034	6023001
71476	47	1034	6024000
71911	47	1034	6025000
71254	47	1034	6025001
71477	47	1034	6026000
71912	47	1034	6027000
71704	47	1034	6027001
71478	47	1034	6027002
71479	47	1034	6028000
71913	47	1034	6028001
71480	47	1034	6028002
71705	47	1034	6028003
70609	47	1034	6028004
70813	47	1034	6029000
71255	47	1034	6029001
71481	47	1034	6030000
70814	47	1034	6031000
70610	47	1034	6200000
71914	47	1034	6201000
71482	47	1034	6202000
71024	47	1034	6203000
70815	47	1034	6210000
70611	47	1034	6210001
71256	47	1034	6210002
71257	47	1034	6211000
71915	47	1034	6212000
71483	47	1034	6212001
71258	47	1034	6213000
70612	47	1034	6214000
70398	47	1034	6214001
70816	47	1034	6215000
71706	47	1034	6215001
71484	47	1034	6216000
71485	47	1034	6217000
71259	47	1034	6217001
71260	47	1034	6217002
71025	47	1034	6218000
71486	47	1034	6219000
71026	47	1034	6219001
71916	47	1034	6220000
71027	47	1034	6220001
71487	47	1034	6221000
71488	47	1034	6222000
71917	47	1034	6222001
71707	47	1034	6223000
71489	47	1034	6224000
71918	47	1034	6224001
71028	47	1034	6225000
70399	47	1034	6226000
71919	47	1034	6227000
71261	47	1034	6227001
71262	47	1034	6400000
70613	47	1034	6401000
71490	47	1034	6410000
71029	47	1034	6410001
70817	47	1034	6411000
71920	47	1034	6411001
71921	47	1034	6411002
70400	47	1034	6412000
71708	47	1034	6413000
70818	47	1034	6414000
71030	47	1034	6415000
71263	47	1034	6415001
71922	47	1034	6415002
71031	47	1034	6416000
71709	47	1034	6416001
71923	47	1034	6416002
71264	47	1034	6417000
70819	47	1034	6418000
71491	47	1034	6418001
71710	47	1034	6418002
70614	47	1034	6419000
71032	47	1034	6419001
71033	47	1034	6420000
71492	47	1034	6420001
71034	47	1034	6420002
71493	47	1034	6421000
70401	47	1034	6421001
71924	47	1034	6421002
70402	47	1034	6422000
71265	47	1034	6423000
71035	47	1034	6423001
70403	47	1034	6423002
71266	47	1034	6424000
70615	47	1034	6424001
71267	47	1034	6424002
70820	47	1034	6424003
71036	47	1034	6425000
70616	47	1034	6425001
70404	47	1034	6426000
70617	47	1034	6426100
71037	47	1034	6426101
71038	47	1034	6427000
71494	47	1034	6427001
71039	47	1034	6428000
71925	47	1034	6429000
71268	47	1034	6429001
71495	47	1034	6430000
71269	47	1034	6431000
71496	47	1034	6431001
70821	47	1034	6432000
70405	47	1034	6432100
70406	47	1034	6433000
70822	47	1034	6433001
71497	47	1034	6433002
70823	47	1034	6434000
71040	47	1034	6434001
71498	47	1034	6434002
71926	47	1034	6435000
70824	47	1034	6436000
71711	47	1034	6436001
71712	47	1034	6436002
71270	47	1034	6437000
71927	47	1034	6437001
71041	47	1034	6438000
71042	47	1034	6439000
71928	47	1034	6440000
71929	47	1034	6440001
71930	47	1034	6440002
71043	47	1034	6441000
71931	47	1034	6441001
71713	47	1034	6441002
71044	47	1034	6442000
71932	47	1034	6443000
71933	47	1034	6444000
70825	47	1034	6444001
71271	47	1034	6444002
71272	47	1034	6700000
70826	47	1034	6701000
70407	47	1034	6701001
71273	47	1034	6701002
71714	47	1034	6701003
71045	47	1034	6710000
71046	47	1034	6711000
71934	47	1034	6712000
71499	47	1034	6713000
71047	47	1034	6714000
71715	47	1034	6715000
70408	47	1034	6715001
70827	47	1034	6715002
71274	47	1034	6716000
71500	47	1034	6717000
71048	47	1034	6717001
71935	47	1034	6718000
71716	47	1034	6719000
71275	47	1034	6719001
71501	47	1034	6719002
70828	47	1034	6720000
70409	47	1034	6721000
70618	47	1034	6722000
71936	47	1034	6723000
71502	47	1034	6723001
70829	47	1034	6724000
70830	47	1034	6725000
71937	47	1034	6726000
71717	47	1034	6726100
71938	47	1034	6726101
71718	47	1034	6727000
71049	47	1034	6727001
71939	47	1034	6728000
70619	47	1034	6728001
71050	47	1034	6728002
71051	47	1034	6729000
71052	47	1034	6729001
70831	47	1034	6730000
71503	47	1034	6730001
70832	47	1034	6731000
70410	47	1034	6732000
71276	47	1034	6732001
71053	47	1034	7100000
71504	47	1034	7101000
71054	47	1034	7101001
71505	47	1034	7101002
71940	47	1034	7102000
71277	47	1034	7102001
71055	47	1034	7102002
70833	47	1034	7102003
71719	47	1034	7102004
71278	47	1034	7110000
70620	47	1034	7110001
71720	47	1034	7110002
70411	47	1034	7110003
70621	47	1034	7111000
71941	47	1034	7112000
71056	47	1034	7113000
71721	47	1034	7113001
70412	47	1034	7113002
71942	47	1034	7113003
71506	47	1034	7114000
71722	47	1034	7115000
71279	47	1034	7115001
70834	47	1034	7116000
70622	47	1034	7116001
71280	47	1034	7117000
71723	47	1034	7117001
71281	47	1034	7118000
70623	47	1034	7119000
70835	47	1034	7120000
70624	47	1034	7120001
71943	47	1034	7121000
71724	47	1034	7122000
70625	47	1034	7123000
71944	47	1034	7125000
71945	47	1034	7126000
70626	47	1034	7127000
71507	47	1034	7127001
71946	47	1034	7128000
71282	47	1034	7128001
71947	47	1034	7130000
71948	47	1034	7130001
71283	47	1034	7130002
71284	47	1034	7131000
70627	47	1034	7132000
71285	47	1034	7133000
71286	47	1034	7133100
71508	47	1034	7133101
71287	47	1034	7133102
71949	47	1034	7134000
70413	47	1034	7134001
70414	47	1034	7134002
71057	47	1034	7134003
71288	47	1034	7134004
71289	47	1034	7134005
71058	47	1034	7135000
70628	47	1034	7136000
71290	47	1034	7400000
70629	47	1034	7401000
70415	47	1034	7401001
71509	47	1034	7402000
71291	47	1034	7410000
70416	47	1034	7410001
71292	47	1034	7410002
70836	47	1034	7410003
70837	47	1034	7410004
71293	47	1034	7411000
71059	47	1034	7411001
70630	47	1034	7412000
71510	47	1034	7412001
70417	47	1034	7412002
71950	47	1034	7413000
