ID_MD	FORM	CAPITOL	RIND
72169	47	1037	2910002
73724	47	1037	2911000
73163	47	1037	2912000
72766	47	1037	2913000
73391	47	1037	2914000
73631	47	1037	2914001
72336	47	1037	2915000
72991	47	1037	2915001
73270	47	1037	2916000
72385	47	1037	2916001
72095	47	1037	2917000
72757	47	1037	2918000
73542	47	1037	2918001
72729	47	1037	2918002
73392	47	1037	2919000
72867	47	1037	2919001
73155	47	1037	2920000
72200	47	1037	2921000
72517	47	1037	2921001
72813	47	1037	2921002
72096	47	1037	2922000
72316	47	1037	2922001
72471	47	1037	2922002
73210	47	1037	2923000
72767	47	1037	2924000
73543	47	1037	2924001
73725	47	1037	2925000
73211	47	1037	2926000
72120	47	1037	2927000
72472	47	1037	2928000
72814	47	1037	2929000
73309	47	1037	2930000
73373	47	1037	2931000
72868	47	1037	3100000
73037	47	1037	3101000
72406	47	1037	3101001
72845	47	1037	3101002
72386	47	1037	3110000
72878	47	1037	3110001
72121	47	1037	3110002
73393	47	1037	3111000
73593	47	1037	3111001
72260	47	1037	3111002
72387	47	1037	3111003
72473	47	1037	3112000
72730	47	1037	3112001
72768	47	1037	3113000
73544	47	1037	3114000
72948	47	1037	3115000
73732	47	1037	3116000
72201	47	1037	3117000
72097	47	1037	3117001
72337	47	1037	3117002
72170	47	1037	3118000
73441	47	1037	3118001
72992	47	1037	3118002
73666	47	1037	3119000
72769	47	1037	3120000
72202	47	1037	3120001
72474	47	1037	3121000
73667	47	1037	3121001
72550	47	1037	3121002
72407	47	1037	3122000
72586	47	1037	3123000
72942	47	1037	3124000
73126	47	1037	3125000
72435	47	1037	3126000
73467	47	1037	3127000
72949	47	1037	3127001
72922	47	1037	3128000
73394	47	1037	3129000
72342	47	1037	3129001
72923	47	1037	3129100
73594	47	1037	3129101
72125	47	1037	3130000
72699	47	1037	3131000
73398	47	1037	3132000
73399	47	1037	3333333
73668	47	1037	3400000
73527	47	1037	3401000
72700	47	1037	3410000
73694	47	1037	3411000
72343	47	1037	3412000
72126	47	1037	3413000
72388	47	1037	3414000
72261	47	1037	3415000
73310	47	1037	3416000
72408	47	1037	3417000
72924	47	1037	3417100
72642	47	1037	3417101
72171	47	1037	3418000
72459	47	1037	3418001
73528	47	1037	3418002
72130	47	1037	3419000
72701	47	1037	3420000
73242	47	1037	3420001
73167	47	1037	3421000
73038	47	1037	3422000
72262	47	1037	3423000
72643	47	1037	3424000
73503	47	1037	3425000
73695	47	1037	3426000
72030	47	1037	3426001
73067	47	1037	3427000
72950	47	1037	3427001
72487	47	1037	3428000
73374	47	1037	3428001
73127	47	1037	3428002
73128	47	1037	3429000
73039	47	1037	3600000
72263	47	1037	3601000
73442	47	1037	3610000
73168	47	1037	3611000
72846	47	1037	3611001
73556	47	1037	3612000
72389	47	1037	3613000
73529	47	1037	3613001
72644	47	1037	3614000
72587	47	1037	3615000
72436	47	1037	3616000
72348	47	1037	3617000
73212	47	1037	3617001
72731	47	1037	3618000
73279	47	1037	3619000
73504	47	1037	3619001
73632	47	1037	3620000
73129	47	1037	3621000
73696	47	1037	3622000
72993	47	1037	3623000
73040	47	1037	3624000
72732	47	1037	3625000
72031	47	1037	3626000
73402	47	1037	3626001
73400	47	1037	3626002
72518	47	1037	3627000
72264	47	1037	3627001
72131	47	1037	3628000
73164	47	1037	3628001
73403	47	1037	3629000
72793	47	1037	3629001
72869	47	1037	3630000
72994	47	1037	3631000
72460	47	1037	3632000
72461	47	1037	3633000
72551	47	1037	3633001
73165	47	1037	3633002
72132	47	1037	3634000
73213	47	1037	3634001
73633	47	1037	3635000
73243	47	1037	3636000
72284	47	1037	3800000
72951	47	1037	3810000
73068	47	1037	3810001
73404	47	1037	3811000
72847	47	1037	3811001
72344	47	1037	3812000
73468	47	1037	3812001
73041	47	1037	3813000
73069	47	1037	3814000
72925	47	1037	3815000
72885	47	1037	3816000
72345	47	1037	3817000
72203	47	1037	3817001
72645	47	1037	3818000
72127	47	1037	3819000
73280	47	1037	3820000
72462	47	1037	4100000
73070	47	1037	4101000
73634	47	1037	4101001
73443	47	1037	4101002
72285	47	1037	4102000
72646	47	1037	4102001
72815	47	1037	4102002
73530	47	1037	4111000
73214	47	1037	4112000
72409	47	1037	4113000
73169	47	1037	4114000
72346	47	1037	4114001
72555	47	1037	4115000
73281	47	1037	4115001
73130	47	1037	4116000
73635	47	1037	4117000
72588	47	1037	4117001
73505	47	1037	4118000
72794	47	1037	4118001
72886	47	1037	4118002
73557	47	1037	4119000
72887	47	1037	4119100
72770	47	1037	4119101
72848	47	1037	4120000
72589	47	1037	4121000
72349	47	1037	4121001
72204	47	1037	4122000
73244	47	1037	4123000
73469	47	1037	4124000
73531	47	1037	4125000
72232	47	1037	4127000
72952	47	1037	4128000
72816	47	1037	4128001
72956	47	1037	4128002
73166	47	1037	4129000
72133	47	1037	4130000
72926	47	1037	4131000
72410	47	1037	4131001
72128	47	1037	4132000
72032	47	1037	4132001
73405	47	1037	4133000
72957	47	1037	4133001
73669	47	1037	4134000
72795	47	1037	4135000
72958	47	1037	4136000
73096	47	1037	4137000
72888	47	1037	4138000
72033	47	1037	4140000
73532	47	1037	4141000
72060	47	1037	4141001
73375	47	1037	4300000
72927	47	1037	4301000
72437	47	1037	4301001
73338	47	1037	4310000
73444	47	1037	4310001
72317	47	1037	4310002
72734	47	1037	4310003
73086	47	1037	4311000
73671	47	1037	4312000
73247	47	1037	4313000
73506	47	1037	4314000
72778	47	1037	4314001
73546	47	1037	4314002
72779	47	1037	4314003
73178	47	1037	4314100
73043	47	1037	4314101
72173	47	1037	4315000
73327	47	1037	4315001
72100	47	1037	4315002
72683	47	1037	4315003
72959	47	1037	4315004
73217	47	1037	4316000
73547	47	1037	4316001
73134	47	1037	4316002
73446	47	1037	4317000
72134	47	1037	4317001
72048	47	1037	4318000
72969	47	1037	4319000
73406	47	1037	4319001
73020	47	1037	4319100
73413	47	1037	4320000
73548	47	1037	4320001
73021	47	1037	4320002
72275	47	1037	4321000
73248	47	1037	4322000
72438	47	1037	4322001
72799	47	1037	4322002
72489	47	1037	4323000
72139	47	1037	4324000
73507	47	1037	4324001
72851	47	1037	4325000
73249	47	1037	4326000
72735	47	1037	4327000
73672	47	1037	4327001
72559	47	1037	4327002
73341	47	1037	4327003
72591	47	1037	4327004
72364	47	1037	4327005
72287	47	1037	4328000
72352	47	1037	4329000
73597	47	1037	4329001
72736	47	1037	4330000
73087	47	1037	4330001
72207	47	1037	4330002
73179	47	1037	4331000
72997	47	1037	4331001
72411	47	1037	4332000
72649	47	1037	4333000
72817	47	1037	4333001
72520	47	1037	4333002
72288	47	1037	4334000
73377	47	1037	4334001
73088	47	1037	4334002
72475	47	1037	4334003
73089	47	1037	4335000
73414	47	1037	4336000
73549	47	1037	4336001
72490	47	1037	4337000
72998	47	1037	4337001
73645	47	1037	4337002
72592	47	1037	4338000
73559	47	1037	4338001
73378	47	1037	4338002
73415	47	1037	4338003
72650	47	1037	4339000
72049	47	1037	4339001
72236	47	1037	4339002
72140	47	1037	4500000
73171	47	1037	4501000
72237	47	1037	4502000
72491	47	1037	4503000
73342	47	1037	4510000
73044	47	1037	4510001
73734	47	1037	4510002
73022	47	1037	4510003
73045	47	1037	4511000
73172	47	1037	4512000
72800	47	1037	4514000
72780	47	1037	4515000
72651	47	1037	4516000
73379	47	1037	4516001
73283	47	1037	4516002
72970	47	1037	4516003
73218	47	1037	4517000
73416	47	1037	4518000
73173	47	1037	4518001
72476	47	1037	4519000
72365	47	1037	4519001
72353	47	1037	4519002
73417	47	1037	4519003
72492	47	1037	4520000
72960	47	1037	4521000
72737	47	1037	4522000
72141	47	1037	4522001
73471	47	1037	4523000
73098	47	1037	4523001
73637	47	1037	4523002
72684	47	1037	4523003
72652	47	1037	4524000
73447	47	1037	4524001
72392	47	1037	4524002
72101	47	1037	4525000
73174	47	1037	4525001
73250	47	1037	4526000
72493	47	1037	4526001
73673	47	1037	4527000
73328	47	1037	4527001
73099	47	1037	4527002
73508	47	1037	4528000
72439	47	1037	4528001
73407	47	1037	4529000
73448	47	1037	4530000
72685	47	1037	4531000
73343	47	1037	4532000
72174	47	1037	4532001
72560	47	1037	4534000
72971	47	1037	4534001
72568	47	1037	4534002
73418	47	1037	4534003
72889	47	1037	4535000
73550	47	1037	4535001
73638	47	1037	4536000
73251	47	1037	4537000
72999	47	1037	4538000
72618	47	1037	4538001
73344	47	1037	4538002
72972	47	1037	4539000
73345	47	1037	4540000
73180	47	1037	4540001
72653	47	1037	4541000
72366	47	1037	4541001
72238	47	1037	4542000
72494	47	1037	4543000
73598	47	1037	4544000
72050	47	1037	4544001
72289	47	1037	4545000
72208	47	1037	4545001
72961	47	1037	4546000
72175	47	1037	4546001
73100	47	1037	4546002
72290	47	1037	4547000
72276	47	1037	4548000
72495	47	1037	4800000
73380	47	1037	4801000
72142	47	1037	4801001
73560	47	1037	4810000
73419	47	1037	4810001
72176	47	1037	4810002
73046	47	1037	4810003
72067	47	1037	4810004
73408	47	1037	4811000
72412	47	1037	4812000
73409	47	1037	4812001
72702	47	1037	4812002
72818	47	1037	4812003
72890	47	1037	4813000
72654	47	1037	4814000
72354	47	1037	4815000
73346	47	1037	4815001
73674	47	1037	4815002
73284	47	1037	4815003
73047	47	1037	4815004
72655	47	1037	4816000
72440	47	1037	4816001
73023	47	1037	4816002
72774	47	1037	4817000
73000	47	1037	4818000
72143	47	1037	4819000
73735	47	1037	4820000
73639	47	1037	4821000
73698	47	1037	4821001
73449	47	1037	4822000
73599	47	1037	4823000
72068	47	1037	4824000
72619	47	1037	4825000
72738	47	1037	4826000
72973	47	1037	4827000
72051	47	1037	4827001
72496	47	1037	5300000
73410	47	1037	5301000
72497	47	1037	5310000
73252	47	1037	5311000
72569	47	1037	5311001
73175	47	1037	5311002
73420	47	1037	5312000
73219	47	1037	5313000
73220	47	1037	5313001
73640	47	1037	5314000
72658	47	1037	5315000
73051	47	1037	5316000
72136	47	1037	5317000
72210	47	1037	5318000
72356	47	1037	5318001
73475	47	1037	5319000
73411	47	1037	5320000
73562	47	1037	5321000
73001	47	1037	5322000
73476	47	1037	5322001
72659	47	1037	5323000
72292	47	1037	5323001
72688	47	1037	5324000
73349	47	1037	5325000
72801	47	1037	5325001
73052	47	1037	5326000
73700	47	1037	5327000
73509	47	1037	5328000
73287	47	1037	5328001
72524	47	1037	5328002
73701	47	1037	5329000
72072	47	1037	5329001
72562	47	1037	5329002
73563	47	1037	5330000
73564	47	1037	5330001
73702	47	1037	5331000
73288	47	1037	5332000
73176	47	1037	5332001
72563	47	1037	5333000
72689	47	1037	5333001
72572	47	1037	5334000
72010	47	1037	5334001
73183	47	1037	5335000
72782	47	1037	5336000
72690	47	1037	5337000
73604	47	1037	5338000
73184	47	1037	5338001
72853	47	1037	5339000
73053	47	1037	5339001
72821	47	1037	5340000
73177	47	1037	5341000
72239	47	1037	5341001
72357	47	1037	5342000
72802	47	1037	5342001
73477	47	1037	5342002
72368	47	1037	5342003
72358	47	1037	5342004
72708	47	1037	5343000
72103	47	1037	5343001
72011	47	1037	5343002
72479	47	1037	5344000
73647	47	1037	5345000
72320	47	1037	5346000
72691	47	1037	5347000
72145	47	1037	5500000
72053	47	1037	5501000
72966	47	1037	5510000
72012	47	1037	5511000
72854	47	1037	5512000
73329	47	1037	5513000
72054	47	1037	5514000
73289	47	1037	5514001
72881	47	1037	5514002
73703	47	1037	5514003
72776	47	1037	5515000
73254	47	1037	5516000
73478	47	1037	5517000
72692	47	1037	5518000
72967	47	1037	5519000
73103	47	1037	5520000
72240	47	1037	5520001
72525	47	1037	5521000
73510	47	1037	5522000
72573	47	1037	5523000
73185	47	1037	5524000
73412	47	1037	5525000
73222	47	1037	5525001
72179	47	1037	5526000
72137	47	1037	5526001
73643	47	1037	5527000
72211	47	1037	5528000
72146	47	1037	5529000
73350	47	1037	5529001
73223	47	1037	5529002
72822	47	1037	5530000
72660	47	1037	5531000
72480	47	1037	5532000
72855	47	1037	5533000
73351	47	1037	5533001
72661	47	1037	5700000
72180	47	1037	5701000
72321	47	1037	5702000
72359	47	1037	5702001
73002	47	1037	5710000
72803	47	1037	5710001
73644	47	1037	5710002
72739	47	1037	5711000
72564	47	1037	5711001
72013	47	1037	5712000
72055	47	1037	5713000
73605	47	1037	5713001
73225	47	1037	5713002
72526	47	1037	5714000
72414	47	1037	5715000
73330	47	1037	5715001
73054	47	1037	5716000
73606	47	1037	5717000
73226	47	1037	5718000
73331	47	1037	5719000
73423	47	1037	5720000
72968	47	1037	5720001
72621	47	1037	5721000
72527	47	1037	5722000
72138	47	1037	5723000
72565	47	1037	5723001
72662	47	1037	5724000
73451	47	1037	5725000
72574	47	1037	5725001
72104	47	1037	5726000
72322	47	1037	5726001
72566	47	1037	5727000
73577	47	1037	5728000
73091	47	1037	5728001
73025	47	1037	5729000
73332	47	1037	5730000
72415	47	1037	5731000
72554	47	1037	5731001
73186	47	1037	5732000
72278	47	1037	5732001
72396	47	1037	5732002
73452	47	1037	6000000
73511	47	1037	6001000
72085	47	1037	6010000
73424	47	1037	6010001
72241	47	1037	6011000
73425	47	1037	6012000
72279	47	1037	6013000
73453	47	1037	6013001
72416	47	1037	6013002
72575	47	1037	6014000
72595	47	1037	6015000
72804	47	1037	6015001
73578	47	1037	6016000
72446	47	1037	6017000
72784	47	1037	6018000
72056	47	1037	6018001
72212	47	1037	6019000
73512	47	1037	6019001
72974	47	1037	6020000
73290	47	1037	6021000
72242	47	1037	6022000
73255	47	1037	6022001
73333	47	1037	6023000
73648	47	1037	6023001
72906	47	1037	6024000
72856	47	1037	6025000
72528	47	1037	6025001
72148	47	1037	6026000
73579	47	1037	6027000
72576	47	1037	6027001
72149	47	1037	6027002
73676	47	1037	6028000
72280	47	1037	6028001
72823	47	1037	6028002
73552	47	1037	6028003
72783	47	1037	6028004
72397	47	1037	6029000
73026	47	1037	6029001
73027	47	1037	6030000
73580	47	1037	6031000
72693	47	1037	6200000
73187	47	1037	6201000
73291	47	1037	6202000
73188	47	1037	6203000
72931	47	1037	6210000
73650	47	1037	6210001
72213	47	1037	6210002
73677	47	1037	6211000
72720	47	1037	6212000
73028	47	1037	6212001
72740	47	1037	6213000
72369	47	1037	6214000
73334	47	1037	6214001
73227	47	1037	6215000
72622	47	1037	6215001
72181	47	1037	6216000
72824	47	1037	6217000
72305	47	1037	6217001
72182	47	1037	6217002
73256	47	1037	6218000
72214	47	1037	6219000
72975	47	1037	6219001
73361	47	1037	6220000
73649	47	1037	6220001
73513	47	1037	6221000
73271	47	1037	6222000
73581	47	1037	6222001
73498	47	1037	6223000
73092	47	1037	6224000
73607	47	1037	6224001
72694	47	1037	6225000
73678	47	1037	6226000
72243	47	1037	6227000
72695	47	1037	6227001
73292	47	1037	6400000
72639	47	1037	6401000
72785	47	1037	6410000
72840	47	1037	6410001
73362	47	1037	6411000
73514	47	1037	6411001
72741	47	1037	6411002
73189	47	1037	6412000
72883	47	1037	6413000
73608	47	1037	6414000
73499	47	1037	6415000
72510	47	1037	6415001
72696	47	1037	6415002
73035	47	1037	6416000
73426	47	1037	6416001
73136	47	1037	6416002
72432	47	1037	6417000
73553	47	1037	6418000
72529	47	1037	6418001
72370	47	1037	6418002
73137	47	1037	6419000
72398	47	1037	6419001
73293	47	1037	6420000
72482	47	1037	6420001
72014	47	1037	6420002
72105	47	1037	6421000
73272	47	1037	6421001
73138	47	1037	6421002
72596	47	1037	6422000
72742	47	1037	6423000
72697	47	1037	6423001
72743	47	1037	6423002
73273	47	1037	6424000
73190	47	1037	6424001
73335	47	1037	6424002
73651	47	1037	6424003
73055	47	1037	6425000
72281	47	1037	6425001
73704	47	1037	6426000
72530	47	1037	6426100
72244	47	1037	6426101
72150	47	1037	6427000
72057	47	1037	6427001
73705	47	1037	6428000
72907	47	1037	6429000
73479	47	1037	6429001
72623	47	1037	6430000
73515	47	1037	6431000
73516	47	1037	6431001
72227	47	1037	6432000
72531	47	1037	6432100
73517	47	1037	6433000
73554	47	1037	6433001
73336	47	1037	6433002
72086	47	1037	6434000
73427	47	1037	6434001
72245	47	1037	6434002
72908	47	1037	6435000
72215	47	1037	6436000
73003	47	1037	6436001
73191	47	1037	6436002
72857	47	1037	6437000
72483	47	1037	6437001
72106	47	1037	6438000
72858	47	1037	6439000
72107	47	1037	6440000
72183	47	1037	6440001
73609	47	1037	6440002
73500	47	1037	6441000
72577	47	1037	6441001
73555	47	1037	6441002
72484	47	1037	6442000
72371	47	1037	6443000
73679	47	1037	6444000
73454	47	1037	6444001
73274	47	1037	6444002
73093	47	1037	6700000
73501	47	1037	6701000
72216	47	1037	6701001
72532	47	1037	6701002
72217	47	1037	6701003
72825	47	1037	6710000
72372	47	1037	6711000
73518	47	1037	6712000
73192	47	1037	6713000
73706	47	1037	6714000
73610	47	1037	6715000
72859	47	1037	6715001
73257	47	1037	6715002
72909	47	1037	6716000
73294	47	1037	6717000
72015	47	1037	6717001
72417	47	1037	6718000
73004	47	1037	6719000
72218	47	1037	6719001
72282	47	1037	6719002
72246	47	1037	6720000
72151	47	1037	6721000
72884	47	1037	6722000
73094	47	1037	6723000
72826	47	1037	6723001
73005	47	1037	6724000
73275	47	1037	6725000
72058	47	1037	6726000
72373	47	1037	6726100
73139	47	1037	6726101
73680	47	1037	6727000
72228	47	1037	6727001
73681	47	1037	6728000
72152	47	1037	6728001
72059	47	1037	6728002
73519	47	1037	6729000
73193	47	1037	6729001
72485	47	1037	6730000
73652	47	1037	6730001
73382	47	1037	6731000
73113	47	1037	6732000
72486	47	1037	6732001
72374	47	1037	7100000
72721	47	1037	7101000
73140	47	1037	7101001
72698	47	1037	7101002
73582	47	1037	7102000
73337	47	1037	7102001
72108	47	1037	7102002
72247	47	1037	7102003
73006	47	1037	7102004
72841	47	1037	7110000
72533	47	1037	7110001
73114	47	1037	7110002
73653	47	1037	7110003
73007	47	1037	7111000
72306	47	1037	7112000
73095	47	1037	7113000
72323	47	1037	7113001
72663	47	1037	7113002
73480	47	1037	7113003
73228	47	1037	7114000
73258	47	1037	7115000
72977	47	1037	7115001
72597	47	1037	7116000
73115	47	1037	7116001
72248	47	1037	7117000
72722	47	1037	7117001
72640	47	1037	7118000
72641	47	1037	7119000
72744	47	1037	7120000
72283	47	1037	7120001
72219	47	1037	7121000
72978	47	1037	7122000
72087	47	1037	7123000
73229	47	1037	7125000
73726	47	1037	7126000
72375	47	1037	7127000
73481	47	1037	7127001
72932	47	1037	7128000
73029	47	1037	7128001
72153	47	1037	7130000
73727	47	1037	7130001
73682	47	1037	7130002
72229	47	1037	7131000
73363	47	1037	7132000
73565	47	1037	7133000
72979	47	1037	7133100
72447	47	1037	7133101
73455	47	1037	7133102
72624	47	1037	7134000
73030	47	1037	7134001
73230	47	1037	7134002
73364	47	1037	7134003
73141	47	1037	7134004
73259	47	1037	7134005
73116	47	1037	7135000
73365	47	1037	7136000
73352	47	1037	7400000
73728	47	1037	7401000
73231	47	1037	7401001
73276	47	1037	7402000
72598	47	1037	7410000
72860	47	1037	7410001
72088	47	1037	7410002
72534	47	1037	7410003
72307	47	1037	7410004
73383	47	1037	7411000
73654	47	1037	7411001
73655	47	1037	7412000
72220	47	1037	7412001
